opdb_id_,first_five,is_machine,name,common_name,shortname,physical_machine,ipdb_id,manufacture_date,year_,type,display,player_count,features,keywords,manufacturer_name,manufacturer_full_name,title,images_type,urls_medium,urls_large,urls_small,sizes_medium_width,sizes_medium_height,sizes_large_width,sizes_large_height,sizes_small_width,sizes_small_height,opdb_id,group_name
G5vyl-MDE9Y,G5vyl,True,Duette Deluxe,,,1,3075,1955-03-01,1955,em,reels,2,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/383e792d-8f5c-4934-9d52-e7d3660cab1e-medium.jpg,https://img.opdb.org/383e792d-8f5c-4934-9d52-e7d3660cab1e-large.jpg,https://img.opdb.org/383e792d-8f5c-4934-9d52-e7d3660cab1e-small.jpg,640,552,896,773,250,216,G5vyl,Duette
GRKOX-MLyrW,GRKOX,True,Jack•Bot,JackBot,J•B,1,3619,1995-01-01,1995,ss,dmd,4,,poker ,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/5bbfbce9-885b-44a3-bcb6-0151e157e60f-medium.jpg,https://img.opdb.org/5bbfbce9-885b-44a3-bcb6-0151e157e60f-large.jpg,https://img.opdb.org/5bbfbce9-885b-44a3-bcb6-0151e157e60f-small.jpg,640,432,889,600,250,169,GRKOX,Jack•Bot
GRV1D-MQkOy,GRV1D,True,Foto Finish,,,1,927,1961-01-01,1961,em,reels,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/af08c095-ce36-4d51-816e-5e5a24e0ff80-medium.jpg,https://img.opdb.org/af08c095-ce36-4d51-816e-5e5a24e0ff80-large.jpg,https://img.opdb.org/af08c095-ce36-4d51-816e-5e5a24e0ff80-small.jpg,634,527,634,527,250,208,GRV1D,Foto Finish
Gr3Nj-MLWnx,Gr3Nj,True,Shindig,,,1,2117,1953-09-01,1953,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/3bce037a-c248-4d8d-9e0a-08efbb6afed8-medium.jpg,https://img.opdb.org/3bce037a-c248-4d8d-9e0a-08efbb6afed8-large.jpg,https://img.opdb.org/3bce037a-c248-4d8d-9e0a-08efbb6afed8-small.jpg,640,587,654,600,250,229,Gr3Nj,Shindig
G4jBk-MDlw8,G4jBk,True,Mariner,,,1,1546,1971-11-01,1971,em,reels,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/5745e39c-d4ee-4236-b787-e34fbbe0eba0-medium.jpg,https://img.opdb.org/5745e39c-d4ee-4236-b787-e34fbbe0eba0-large.jpg,https://img.opdb.org/5745e39c-d4ee-4236-b787-e34fbbe0eba0-small.jpg,640,482,797,600,250,188,G4jBk,Mariner / Sea Ray
G5BYQ-MQdBV,G5BYQ,True,Street Fighter II,,SF2,1,2403,1993-03-01,1993,ss,dmd,4,,video-games ,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/e1ba0314-fdff-4395-b519-9e7ba7d6ec36-medium.jpg,https://img.opdb.org/e1ba0314-fdff-4395-b519-9e7ba7d6ec36-large.jpg,https://img.opdb.org/e1ba0314-fdff-4395-b519-9e7ba7d6ec36-small.jpg,640,384,900,540,250,150,G5BYQ,Street Fighter II
GRBWj-MQKlO,GRBWj,True,2 in 1,,,1,2698,1964-07-01,1964,em,reels,2,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/875ae81b-dcd0-46a7-aa26-86cb359401ba-medium.jpg,https://img.opdb.org/875ae81b-dcd0-46a7-aa26-86cb359401ba-large.jpg,https://img.opdb.org/875ae81b-dcd0-46a7-aa26-86cb359401ba-small.jpg,640,478,725,542,250,187,GRBWj,2 in 1
GrJED-MLOwz,GrJED,True,Summer Time,,,1,2415,1973-02-01,1973,em,reels,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/960091d9-f000-431f-a0b1-5665d955ce3e-medium.jpg,https://img.opdb.org/960091d9-f000-431f-a0b1-5665d955ce3e-large.jpg,https://img.opdb.org/960091d9-f000-431f-a0b1-5665d955ce3e-small.jpg,325,380,325,380,214,250,GrJED,Travel Time / Summer Time
G4j0D-MLeyd,G4j0D,True,Highways,,,1,1178,1961-03-01,1961,em,reels,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/674e7567-04e3-4c9b-8b86-a3e17bef2fdd-medium.jpg,https://img.opdb.org/674e7567-04e3-4c9b-8b86-a3e17bef2fdd-large.jpg,https://img.opdb.org/674e7567-04e3-4c9b-8b86-a3e17bef2fdd-small.jpg,522,600,522,600,218,250,G4j0D,Highways
GRYdp-ML0KP,GRYdp,True,Cue-Tease,,,1,612,1963-07-01,1963,em,reels,2,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/8c0e3ee4-0c00-4bf4-871e-69fa125f0a17-medium.jpg,https://img.opdb.org/8c0e3ee4-0c00-4bf4-871e-69fa125f0a17-large.jpg,https://img.opdb.org/8c0e3ee4-0c00-4bf4-871e-69fa125f0a17-small.jpg,470,420,470,420,250,223,GRYdp,Cue-Tease
GR937-MQjK5,GR937,True,Paul Bunyan,,,1,1768,1968-09-01,1968,em,reels,2,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/37e36437-60f7-47a0-aaae-e88faaab1981-medium.jpg,https://img.opdb.org/37e36437-60f7-47a0-aaae-e88faaab1981-large.jpg,https://img.opdb.org/37e36437-60f7-47a0-aaae-e88faaab1981-small.jpg,640,425,900,598,250,166,GR937,Big Jack
G5KXk-MLqNz,G5KXk,True,Eight Ball Deluxe (LE),,EBD,1,763,1982-10-01,1982,ss,alphanumeric,4,Limited edition ,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/ad618155-01a5-4911-9176-80fd4d821d00-medium.jpg,https://img.opdb.org/ad618155-01a5-4911-9176-80fd4d821d00-large.jpg,https://img.opdb.org/ad618155-01a5-4911-9176-80fd4d821d00-small.jpg,640,456,842,600,250,178,G5KXk,Eight Ball Deluxe
GrEOB-MDR2Y,GrEOB,True,Boomerang,,,1,354,1974-12-01,1974,em,reels,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/389d19f6-7d58-4c91-bcc0-84abac148806-medium.jpg,https://img.opdb.org/389d19f6-7d58-4c91-bcc0-84abac148806-large.jpg,https://img.opdb.org/389d19f6-7d58-4c91-bcc0-84abac148806-small.jpg,640,499,719,561,250,195,GrEOB,Boomerang / Flicker
GRbZZ-MJr0r,GRbZZ,True,Flying High,,,1,905,1953-02-01,1953,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/f8fa5d65-724b-48a4-93a7-15944fc5c77f-medium.jpg,https://img.opdb.org/f8fa5d65-724b-48a4-93a7-15944fc5c77f-large.jpg,https://img.opdb.org/f8fa5d65-724b-48a4-93a7-15944fc5c77f-small.jpg,591,640,739,800,231,250,GRbZZ,Flying High
G5z1q-MDzz5,G5z1q,True,Arrow Head,,,1,97,1957-02-01,1957,em,lights,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/915a0fbf-5d96-4515-b811-3f92c611a1b6-medium.jpg,https://img.opdb.org/915a0fbf-5d96-4515-b811-3f92c611a1b6-large.jpg,https://img.opdb.org/915a0fbf-5d96-4515-b811-3f92c611a1b6-small.jpg,529,640,689,833,207,250,G5z1q,Arrow Head
GRvJV-MJ4bR,GRvJV,True,Laser Cue,,LC,1,1414,1984-02-01,1984,ss,alphanumeric,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/763fc009-5106-45ae-a8ee-c814e969c511-medium.jpg,https://img.opdb.org/763fc009-5106-45ae-a8ee-c814e969c511-large.jpg,https://img.opdb.org/763fc009-5106-45ae-a8ee-c814e969c511-small.jpg,640,481,798,600,250,188,GRvJV,Laser Cue
GrJWP-MJ7N1,GrJWP,True,Raven,,,1,1922,1986-03-01,1986,ss,alphanumeric,4,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/65babc4b-3df5-44c0-84d8-ad7acf78010d-medium.jpg,https://img.opdb.org/65babc4b-3df5-44c0-84d8-ad7acf78010d-large.jpg,https://img.opdb.org/65babc4b-3df5-44c0-84d8-ad7acf78010d-small.jpg,624,464,624,464,250,186,GrJWP,Raven
GrZXj-MD3ee,GrZXj,True,Pinball (EM),,,1,4694,1977-08-01,1977,em,reels,4,,,Stern,"Stern Pinball, Inc.",Backglass,backglass,https://img.opdb.org/8bcf3320-1b9c-42e2-84da-5de76c38a42d-medium.jpg,https://img.opdb.org/8bcf3320-1b9c-42e2-84da-5de76c38a42d-large.jpg,https://img.opdb.org/8bcf3320-1b9c-42e2-84da-5de76c38a42d-small.jpg,600,450,600,450,250,188,GrZXj,Pinball
Gr388-MD1On,Gr388,True,Blue Ribbon,,,1,330,1965-12-01,1965,em,reels,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/3c1622bd-04c2-4e5b-8333-db8f853c2e88-medium.jpg,https://img.opdb.org/3c1622bd-04c2-4e5b-8333-db8f853c2e88-large.jpg,https://img.opdb.org/3c1622bd-04c2-4e5b-8333-db8f853c2e88-small.jpg,640,531,723,600,250,207,Gr388,Blue Ribbon
GRWNb-MD80l,GRWNb,True,Casino,,,1,463,1958-08-01,1958,em,lights,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/3721e2be-ff93-48b2-8ecb-eb9b34487777-medium.jpg,https://img.opdb.org/3721e2be-ff93-48b2-8ecb-eb9b34487777-large.jpg,https://img.opdb.org/3721e2be-ff93-48b2-8ecb-eb9b34487777-small.jpg,429,440,429,440,244,250,GRWNb,Casino
GRWeJ-MJZ68,GRWeJ,True,Six Sticks,,,1,2168,1966-03-01,1966,em,reels,6,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/6ea80640-4449-47da-929e-08c70fa2fe35-medium.jpg,https://img.opdb.org/6ea80640-4449-47da-929e-08c70fa2fe35-large.jpg,https://img.opdb.org/6ea80640-4449-47da-929e-08c70fa2fe35-small.jpg,640,549,699,600,250,215,GRWeJ,Six Sticks
GRDJx-MDvRo,GRDJx,True,Bali-Hi,,,1,135,1970-09-14,1970,em,reels,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/d1f33339-3540-46d8-8087-fb29e36db9c9-medium.jpg,https://img.opdb.org/d1f33339-3540-46d8-8087-fb29e36db9c9-large.jpg,https://img.opdb.org/d1f33339-3540-46d8-8087-fb29e36db9c9-small.jpg,640,525,732,600,250,205,GRDJx,Bali-Hi
GR0yN-MQVjz,GR0yN,True,50/50,,,1,842,1965-07-01,1965,em,reels,2,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/790c9bb2-6dc3-491c-b674-c2b031ae453f-medium.jpg,https://img.opdb.org/790c9bb2-6dc3-491c-b674-c2b031ae453f-large.jpg,https://img.opdb.org/790c9bb2-6dc3-491c-b674-c2b031ae453f-small.jpg,382,343,382,343,250,224,GR0yN,50/50
G4kzN-MQpYx,G4kzN,True,Frank Thomas' Big Hurt,Big Hurt,BH,1,3591,1995-06-01,1995,ss,dmd,4,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/63c11ed9-b6ac-4bac-b219-825a00acb9d5-medium.jpg,https://img.opdb.org/63c11ed9-b6ac-4bac-b219-825a00acb9d5-large.jpg,https://img.opdb.org/63c11ed9-b6ac-4bac-b219-825a00acb9d5-small.jpg,640,401,842,527,250,156,G4kzN,Frank Thomas' Big Hurt
Gr31Y-MQ9bZ,Gr31Y,True,Argosy,,ARG,1,84,1977-09-01,1977,em,reels,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/79e0be1c-a32e-454e-b2d8-cd77dd69899d-medium.jpg,https://img.opdb.org/79e0be1c-a32e-454e-b2d8-cd77dd69899d-large.jpg,https://img.opdb.org/79e0be1c-a32e-454e-b2d8-cd77dd69899d-small.jpg,433,374,433,374,250,216,Gr31Y,Argosy
GrxNK-MLEzY,GrxNK,True,Tri Zone,,,1,2641,1979-07-01,1979,ss,alphanumeric,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/2d6061a7-94fe-4ce5-a2cb-4ba1c5cd97ca-medium.jpg,https://img.opdb.org/2d6061a7-94fe-4ce5-a2cb-4ba1c5cd97ca-large.jpg,https://img.opdb.org/2d6061a7-94fe-4ce5-a2cb-4ba1c5cd97ca-small.jpg,640,476,807,600,250,186,GrxNK,Tri Zone
G4kqd-MDB6w,G4kqd,True,Cue,,,1,3873,1982-01-01,1982,ss,alphanumeric,4,,,Stern,"Stern Pinball, Inc.",Backglass,backglass,https://img.opdb.org/3bd48e2e-5bdd-42db-9eae-b34602afc182-medium.jpg,https://img.opdb.org/3bd48e2e-5bdd-42db-9eae-b34602afc182-large.jpg,https://img.opdb.org/3bd48e2e-5bdd-42db-9eae-b34602afc182-small.jpg,640,546,703,600,250,213,G4kqd,Cue
GrN1B-MJd4V,GrN1B,True,Twin Bill,,,1,2685,1955-01-01,1955,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/95385ef1-2aa4-42b1-a1ee-ee3b286e37c7-medium.jpg,https://img.opdb.org/95385ef1-2aa4-42b1-a1ee-ee3b286e37c7-large.jpg,https://img.opdb.org/95385ef1-2aa4-42b1-a1ee-ee3b286e37c7-small.jpg,558,624,558,624,223,250,GrN1B,Twin Bill
G4JqB-MJK9O,G4JqB,True,Miss Annabelle,,,1,3406,1959-08-01,1959,em,reels,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/c4f097a6-ff25-4740-996e-ae0641cd1cae-medium.jpg,https://img.opdb.org/c4f097a6-ff25-4740-996e-ae0641cd1cae-large.jpg,https://img.opdb.org/c4f097a6-ff25-4740-996e-ae0641cd1cae-small.jpg,627,640,727,742,245,250,G4JqB,Miss Annabelle
Grq8J-MJ2W4,Grq8J,True,Lazy-Q,,,1,1422,1953-12-01,1953,em,reels,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/13baedcb-a17f-4476-ae6f-9f97508d03a0-medium.jpg,https://img.opdb.org/13baedcb-a17f-4476-ae6f-9f97508d03a0-large.jpg,https://img.opdb.org/13baedcb-a17f-4476-ae6f-9f97508d03a0-small.jpg,465,479,465,479,242,250,Grq8J,Lazy-Q
Gr2Dk-MQNy7,Gr2Dk,True,Mr. & Mrs. Pac-Man,,MMPM,1,1639,1982-05-01,1982,ss,alphanumeric,4,,video-games ,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/f67ee224-aa02-4260-9f99-5ced33db34de-medium.jpg,https://img.opdb.org/f67ee224-aa02-4260-9f99-5ced33db34de-large.jpg,https://img.opdb.org/f67ee224-aa02-4260-9f99-5ced33db34de-small.jpg,639,600,639,600,250,235,Gr2Dk,Mr. & Mrs. Pac-Man
GrX7q-MD0yP,GrX7q,True,Centaur II,,,1,477,1983-06-01,1983,ss,alphanumeric,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/1441f3d7-9fd6-44aa-b6ad-51f5aff097b7-medium.jpg,https://img.opdb.org/1441f3d7-9fd6-44aa-b6ad-51f5aff097b7-large.jpg,https://img.opdb.org/1441f3d7-9fd6-44aa-b6ad-51f5aff097b7-small.jpg,640,446,861,600,250,174,GrX7q,Centaur
G4x9D-MJjE5,G4x9D,True,The Wiggler,,,1,2777,1967-08-01,1967,em,reels,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/c9b29114-fabe-4a9e-a489-43cf99f2d6cd-medium.jpg,https://img.opdb.org/c9b29114-fabe-4a9e-a489-43cf99f2d6cd-large.jpg,https://img.opdb.org/c9b29114-fabe-4a9e-a489-43cf99f2d6cd-small.jpg,560,544,560,544,250,243,G4x9D,The Wiggler
GrZwo-MDnWP,GrZwo,True,Surf Champ,,,1,2459,1976-08-01,1976,em,reels,4,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/20dbd289-4c53-4f41-8efb-2b7ed80e3aa2-medium.jpg,https://img.opdb.org/20dbd289-4c53-4f41-8efb-2b7ed80e3aa2-large.jpg,https://img.opdb.org/20dbd289-4c53-4f41-8efb-2b7ed80e3aa2-small.jpg,603,600,603,600,250,249,GrZwo,Surf Champ / Surfer
G5p2Y-MDqKz,G5p2Y,True,Cosmos,,,1,572,1969-01-01,1969,em,reels,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/47cc11c8-b006-430c-b58b-d81a5c8bcb37-medium.jpg,https://img.opdb.org/47cc11c8-b006-430c-b58b-d81a5c8bcb37-large.jpg,https://img.opdb.org/47cc11c8-b006-430c-b58b-d81a5c8bcb37-small.jpg,578,537,578,537,250,232,G5p2Y,Cosmos
Gr8L0-MLRdY,Gr8L0,True,Kick-Off,,,1,3192,1958-03-01,1958,em,lights,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/7c1a3fd3-0d24-4caa-8e68-c216b7b15772-medium.jpg,https://img.opdb.org/7c1a3fd3-0d24-4caa-8e68-c216b7b15772-large.jpg,https://img.opdb.org/7c1a3fd3-0d24-4caa-8e68-c216b7b15772-small.jpg,357,405,357,405,220,250,Gr8L0,Kick-Off
G41YP-MJ6Op,G41YP,True,Captain Kidd,,,1,437,1960-07-01,1960,em,reels,2,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/5f1abeea-cd7a-4420-b569-5b1617090754-medium.jpg,https://img.opdb.org/5f1abeea-cd7a-4420-b569-5b1617090754-large.jpg,https://img.opdb.org/5f1abeea-cd7a-4420-b569-5b1617090754-small.jpg,640,531,723,600,250,207,G41YP,Captain Kidd
GrO0D-MQolo,GrO0D,True,NBA Fastbreak,,NBAFB,1,4023,1997-03-01,1997,ss,dmd,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/29371706-264a-4bb4-8bea-a8e4235c5f54-medium.jpg,https://img.opdb.org/29371706-264a-4bb4-8bea-a8e4235c5f54-large.jpg,https://img.opdb.org/29371706-264a-4bb4-8bea-a8e4235c5f54-small.jpg,640,439,875,600,250,171,GrO0D,NBA Fastbreak
G4jbP-MQ4dR,G4jbP,True,Harvey,,,1,1132,1951-05-01,1951,em,lights,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/91852346-e85a-4668-baac-15ce755f27eb-medium.jpg,https://img.opdb.org/91852346-e85a-4668-baac-15ce755f27eb-large.jpg,https://img.opdb.org/91852346-e85a-4668-baac-15ce755f27eb-small.jpg,572,592,572,592,241,250,G4jbP,Harvey
G503n-ML8el,G503n,True,Sweet Sioux,,,1,2475,1959-08-01,1959,em,reels,4,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/bdac3f6d-f9de-475e-8c7c-85ba17fe61f6-medium.jpg,https://img.opdb.org/bdac3f6d-f9de-475e-8c7c-85ba17fe61f6-large.jpg,https://img.opdb.org/bdac3f6d-f9de-475e-8c7c-85ba17fe61f6-small.jpg,640,526,730,600,250,205,G503n,Sweet Sioux
GRLlj-MQZN8,GRLlj,True,Junk Yard,,JY,1,4014,1996-01-01,1996,ss,dmd,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/664ff784-f017-492e-974b-931b8a78d5df-medium.jpg,https://img.opdb.org/664ff784-f017-492e-974b-931b8a78d5df-large.jpg,https://img.opdb.org/664ff784-f017-492e-974b-931b8a78d5df-small.jpg,640,437,878,600,250,171,GRLlj,Junk Yard
GrdKP-MLv2o,GrdKP,True,Zip-A-Doo,,,1,2840,1970-08-01,1970,em,reels,2,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/aa0e262d-30ba-4c75-a8cb-16fe68dda179-medium.jpg,https://img.opdb.org/aa0e262d-30ba-4c75-a8cb-16fe68dda179-large.jpg,https://img.opdb.org/aa0e262d-30ba-4c75-a8cb-16fe68dda179-small.jpg,415,358,415,358,250,216,GrdKP,Zip-A-Doo
G4JND-MJ5K8,G4JND,True,Top Card,,,1,2580,1974-08-01,1974,em,reels,1,Replay ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/acc67ea9-c725-4b2e-be5b-508d07263e1a-medium.jpg,https://img.opdb.org/acc67ea9-c725-4b2e-be5b-508d07263e1a-large.jpg,https://img.opdb.org/acc67ea9-c725-4b2e-be5b-508d07263e1a-small.jpg,571,607,571,607,235,250,G4JND,Top Card / Royal Pair
G560e-MDx52,G560e,True,Marble Queen,,,1,1541,1953-06-01,1953,em,lights,1,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/35ae30a9-9961-4288-8500-8f0c51dcb99c-medium.jpg,https://img.opdb.org/35ae30a9-9961-4288-8500-8f0c51dcb99c-large.jpg,https://img.opdb.org/35ae30a9-9961-4288-8500-8f0c51dcb99c-small.jpg,458,476,458,476,240,250,G560e,Marble Queen
G5pJd-MDE1Y,G5pJd,True,Palooka,,,1,1743,1964-04-01,1964,em,reels,1,Add-a-ball ,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/eb7920fb-4a1e-483a-bd0e-74c233843161-medium.jpg,https://img.opdb.org/eb7920fb-4a1e-483a-bd0e-74c233843161-large.jpg,https://img.opdb.org/eb7920fb-4a1e-483a-bd0e-74c233843161-small.jpg,593,640,593,640,231,250,G5pJd,Palooka
G4jBk-MLB1w,G4jBk,True,Sea Ray,,,1,2085,1971-09-01,1971,em,reels,2,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/2ee62d28-10ad-48b8-847f-5707cf53abca-medium.jpg,https://img.opdb.org/2ee62d28-10ad-48b8-847f-5707cf53abca-large.jpg,https://img.opdb.org/2ee62d28-10ad-48b8-847f-5707cf53abca-small.jpg,407,353,407,353,250,217,G4jBk,Mariner / Sea Ray
G5vyl-MLW1x,G5vyl,True,Duette,,,1,742,1955-03-01,1955,em,reels,2,,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/82339f55-3014-41c8-84a9-a462aa600b71-medium.jpg,https://img.opdb.org/82339f55-3014-41c8-84a9-a462aa600b71-large.jpg,https://img.opdb.org/82339f55-3014-41c8-84a9-a462aa600b71-small.jpg,538,480,538,480,250,223,G5vyl,Duette
G42yx-MJw7V,G42yx,True,Race the Clock,,,1,1897,1955-03-01,1955,em,reels,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/354ab792-7251-4f90-8a08-c9f6e8c87f9c-medium.jpg,https://img.opdb.org/354ab792-7251-4f90-8a08-c9f6e8c87f9c-large.jpg,https://img.opdb.org/354ab792-7251-4f90-8a08-c9f6e8c87f9c-small.jpg,300,350,300,350,214,250,G42yx,Race the Clock
GrPkZ-MLeKd,GrPkZ,True,Melody,,,1,1566,1967-10-01,1967,em,reels,1,Add-a-ball ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/e85e41c8-2868-4f72-a8c6-8bed221bfb4c-medium.jpg,https://img.opdb.org/e85e41c8-2868-4f72-a8c6-8bed221bfb4c-large.jpg,https://img.opdb.org/e85e41c8-2868-4f72-a8c6-8bed221bfb4c-small.jpg,450,600,450,600,188,250,GrPkZ,Sing Along / Melody
GrEzp-MDbW3,GrEzp,True,Volcano,,,1,2742,1981-01-09,1981,ss,alphanumeric,4,Widebody ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/fe789ed9-d6c5-4a55-a1cc-61294afe39bb-medium.jpg,https://img.opdb.org/fe789ed9-d6c5-4a55-a1cc-61294afe39bb-large.jpg,https://img.opdb.org/fe789ed9-d6c5-4a55-a1cc-61294afe39bb-small.jpg,572,600,572,600,239,250,GrEzp,Volcano
GrEZ5-MQ2q4,GrEZ5,True,Gold Strike,,,1,1042,1975-01-01,1975,em,reels,1,Add-a-ball ,,Gottlieb,D. Gottlieb & Co.,Backglass,backglass,https://img.opdb.org/0ec9400e-e6b8-4918-baaf-68d255f7aa9d-medium.jpg,https://img.opdb.org/0ec9400e-e6b8-4918-baaf-68d255f7aa9d-large.jpg,https://img.opdb.org/0ec9400e-e6b8-4918-baaf-68d255f7aa9d-small.jpg,640,478,803,600,250,187,GrEZ5,El Dorado
G4qX5-MJN17,G4qX5,True,KISS (Premium),,KISS,1,6266,2015-05-01,2015,ss,dmd,4,Premium edition ,licensed music ,Stern,"Stern Pinball, Inc.",Backglass,backglass,https://img.opdb.org/3c7c2e6a-6498-48b2-9234-766096899a21-medium.jpg,https://img.opdb.org/3c7c2e6a-6498-48b2-9234-766096899a21-large.jpg,https://img.opdb.org/3c7c2e6a-6498-48b2-9234-766096899a21-small.jpg,640,483,795,600,250,189,G4qX5,KISS
GR6X2-MQj25,GR6X2,True,Safari,,,1,2044,1968-05-01,1968,em,reels,2,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/bc75a630-d687-47ae-8b11-4c900a877b13-medium.jpg,https://img.opdb.org/bc75a630-d687-47ae-8b11-4c900a877b13-large.jpg,https://img.opdb.org/bc75a630-d687-47ae-8b11-4c900a877b13-small.jpg,499,398,499,398,250,199,GR6X2,Safari
G41e6-MLqRz,G41e6,True,3-In-Line,,,1,2549,1963-07-01,1963,em,reels,4,,,Bally,Bally Manufacturing Co.,Backglass,backglass,https://img.opdb.org/44ba5bd7-d5eb-4c80-8b33-d0ec4b877019-medium.jpg,https://img.opdb.org/44ba5bd7-d5eb-4c80-8b33-d0ec4b877019-large.jpg,https://img.opdb.org/44ba5bd7-d5eb-4c80-8b33-d0ec4b877019-small.jpg,640,592,663,613,250,231,G41e6,3-In-Line / Bongo
GRYey-MJ5od,GRYey,True,Casanova,,,1,460,1966-11-01,1966,em,reels,2,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/707531c7-c05d-4eec-bdcc-ca2ef37d5a59-medium.jpg,https://img.opdb.org/707531c7-c05d-4eec-bdcc-ca2ef37d5a59-large.jpg,https://img.opdb.org/707531c7-c05d-4eec-bdcc-ca2ef37d5a59-small.jpg,640,579,663,600,250,226,GRYey,Casanova
G5VDd-MJpqO,G5VDd,True,Firepower,,FP,1,856,1980-02-01,1980,ss,alphanumeric,4,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/4719a1a4-edf1-4d93-a73d-24c3287ed918-medium.jpg,https://img.opdb.org/4719a1a4-edf1-4d93-a73d-24c3287ed918-large.jpg,https://img.opdb.org/4719a1a4-edf1-4d93-a73d-24c3287ed918-small.jpg,640,549,699,600,250,215,G5VDd,Firepower
GR9YD-MQP1j,GR9YD,True,Triple Strike,,,1,2652,1975-08-01,1975,em,reels,1,,,Williams,"Williams Electronic Games, Inc.",Backglass,backglass,https://img.opdb.org/a65e0a47-8192-420c-9528-3376f5fd77c1-medium.jpg,https://img.opdb.org/a65e0a47-8192-420c-9528-3376f5fd77c1-large.jpg,https://img.opdb.org/a65e0a47-8192-420c-9528-3376f5fd77c1-small.jpg,542,600,542,600,226,250,GR9YD,Triple Strike
