,opdb_id,is_machine,name,common_name,shortname,physical_machine,ipdb_id,manufacture_date,type,display,player_count,features,keywords,description,created_at,updated_at,manufacturer_id,manufacturer_name,manufacturer_full_name,manufacturer_created_at,manufacturer_updated_at,is_alias,title,primary,images_type,urls_medium,urls_large,urls_small,sizes_medium_width,sizes_medium_height,sizes_large_width,sizes_large_height,sizes_small_width,sizes_small_height
0,G50L9-MDxXD,True,Challenger,,,1.0,483.0,1971-03-01,em,reels,2.0,Head-to-head play ,,,2018-03-11,2018-05-08,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/46a61cc7-8a85-4483-bc7c-d42251419868-medium.jpg,https://img.opdb.org/46a61cc7-8a85-4483-bc7c-d42251419868-large.jpg,https://img.opdb.org/46a61cc7-8a85-4483-bc7c-d42251419868-small.jpg,640.0,445.0,640.0,445.0,250.0,174.0
1,GR7V3-MQPyL,True,Moon Shot,,,1.0,1628.0,1969-08-01,em,reels,4.0,,,,2018-03-11,2018-05-08,3,Chicago Coin,Chicago Coin Machine Mfg. Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/1f4c8baa-3263-45cc-9cdf-8bca641f5270-medium.jpg,https://img.opdb.org/1f4c8baa-3263-45cc-9cdf-8bca641f5270-large.jpg,https://img.opdb.org/1f4c8baa-3263-45cc-9cdf-8bca641f5270-small.jpg,640.0,603.0,765.0,721.0,250.0,236.0
2,GRDlQ-MJ9yJ,True,Galaxy Play,,,1.0,4631.0,1986-01-01,ss,alphanumeric,4.0,,,,2018-03-11,2018-04-05,4,Cic Play,Consolidated Industries Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/eb583dfc-cfc5-42fa-9459-eefa0357bf56-medium.jpg,https://img.opdb.org/eb583dfc-cfc5-42fa-9459-eefa0357bf56-large.jpg,https://img.opdb.org/eb583dfc-cfc5-42fa-9459-eefa0357bf56-small.jpg,640.0,572.0,671.0,600.0,250.0,224.0
3,G4xlK-MDEKL,True,Free Fall,,,1.0,949.0,1974-10-01,em,reels,1.0,Add-a-ball ,,,2018-03-11,2018-04-22,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/0cc8604e-bc3b-4c7a-8e7b-6974ef4fcb41-medium.jpg,https://img.opdb.org/0cc8604e-bc3b-4c7a-8e7b-6974ef4fcb41-large.jpg,https://img.opdb.org/0cc8604e-bc3b-4c7a-8e7b-6974ef4fcb41-small.jpg,456.0,431.0,456.0,431.0,250.0,236.0
4,G4Xdq-MLBlD,True,The 30's,,,1.0,2532.0,1977-01-04,em,reels,1.0,,,,2018-03-11,2022-06-02,5,Playmatic,Playmatic,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/58d069fe-f13d-4348-aaf2-822fb0cff245-medium.jpg,https://img.opdb.org/58d069fe-f13d-4348-aaf2-822fb0cff245-large.jpg,https://img.opdb.org/58d069fe-f13d-4348-aaf2-822fb0cff245-small.jpg,308.0,314.0,308.0,314.0,245.0,250.0
5,G5WPp-MLyZJ,True,Sisters,,,1.0,4108.0,1979-01-01,ss,reels,1.0,Conversion kit ,,,2018-03-11,2018-04-22,6,Mondialmatic,Mondialmatic,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/3c1cbba6-ee95-4221-9048-3f80b97c53da-medium.jpg,https://img.opdb.org/3c1cbba6-ee95-4221-9048-3f80b97c53da-large.jpg,https://img.opdb.org/3c1cbba6-ee95-4221-9048-3f80b97c53da-small.jpg,226.0,256.0,226.0,256.0,221.0,250.0
6,GRnX6-MQk8L,True,Space Mission,,,1.0,2253.0,1976-01-01,em,reels,4.0,,,,2018-03-11,2018-05-02,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/e2769367-093e-4369-8273-a1919b50e261-medium.jpg,https://img.opdb.org/e2769367-093e-4369-8273-a1919b50e261-large.jpg,https://img.opdb.org/e2769367-093e-4369-8273-a1919b50e261-small.jpg,640.0,459.0,836.0,600.0,250.0,179.0
7,GRpKY-MDlYQ,True,Groovy,,,1.0,1091.0,1970-07-01,em,reels,4.0,,,,2018-03-11,2018-05-08,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/3368c32f-1a75-4588-9d13-67a0edf075b9-medium.jpg,https://img.opdb.org/3368c32f-1a75-4588-9d13-67a0edf075b9-large.jpg,https://img.opdb.org/3368c32f-1a75-4588-9d13-67a0edf075b9-small.jpg,400.0,393.0,400.0,393.0,250.0,246.0
8,G5QBX-MQd1L,True,Big Ben,,,1.0,231.0,1954-05-01,em,lights,1.0,,,,2018-03-11,2018-05-14,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/04ce594a-6b9f-4968-8c80-7bb814494a43-medium.jpg,https://img.opdb.org/04ce594a-6b9f-4968-8c80-7bb814494a43-large.jpg,https://img.opdb.org/04ce594a-6b9f-4968-8c80-7bb814494a43-small.jpg,640.0,480.0,800.0,600.0,250.0,188.0
9,GrEVb-MLOxJ,True,City Slicker,,,1.0,527.0,1987-03-01,ss,alphanumeric,4.0,,,,2018-03-11,2018-04-01,8,Bally,Bally Manufacturing Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/40ce2f98-2f34-41f0-85dc-293d7e487424-medium.jpg,https://img.opdb.org/40ce2f98-2f34-41f0-85dc-293d7e487424-large.jpg,https://img.opdb.org/40ce2f98-2f34-41f0-85dc-293d7e487424-small.jpg,630.0,600.0,630.0,600.0,250.0,238.0
10,G48JX-MJw3J,True,Big Day,,,1.0,243.0,1964-08-01,em,reels,4.0,,,,2018-03-11,2018-05-12,8,Bally,Bally Manufacturing Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/907d24cd-4c8f-457b-8e43-15591f78485b-medium.jpg,https://img.opdb.org/907d24cd-4c8f-457b-8e43-15591f78485b-large.jpg,https://img.opdb.org/907d24cd-4c8f-457b-8e43-15591f78485b-small.jpg,640.0,506.0,769.0,608.0,250.0,198.0
11,G5728-MDbjD,True,Flash Gordon,,FG,1.0,874.0,1980-05-13,ss,alphanumeric,4.0,,movie ,,2018-03-11,2018-04-08,8,Bally,Bally Manufacturing Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/9ecf76df-e553-4641-97e6-a548d9d871a0-medium.jpg,https://img.opdb.org/9ecf76df-e553-4641-97e6-a548d9d871a0-large.jpg,https://img.opdb.org/9ecf76df-e553-4641-97e6-a548d9d871a0-small.jpg,640.0,585.0,656.0,600.0,250.0,229.0
12,GrPdq-MQYkJ,True,Pinball Champ '82,,,1.0,1794.0,1982-04-01,ss,alphanumeric,4.0,,,,2018-03-11,2018-04-01,11,Zaccaria,Zaccaria,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/0e967c36-a6c6-4c62-81db-e8ebd49f952d-medium.jpg,https://img.opdb.org/0e967c36-a6c6-4c62-81db-e8ebd49f952d-large.jpg,https://img.opdb.org/0e967c36-a6c6-4c62-81db-e8ebd49f952d-small.jpg,640.0,480.0,800.0,600.0,250.0,188.0
13,GrZwo-MJNlQ,True,Surfer,,,1.0,2465.0,1976-10-01,em,reels,2.0,,,,2018-03-11,2018-05-01,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/f61f64be-3441-45e9-91e5-a84261fa58f8-medium.jpg,https://img.opdb.org/f61f64be-3441-45e9-91e5-a84261fa58f8-large.jpg,https://img.opdb.org/f61f64be-3441-45e9-91e5-a84261fa58f8-small.jpg,640.0,426.0,900.0,599.0,250.0,166.0
14,G4JZ4-ML0pL,True,High Roller Casino,,HRC,1.0,4502.0,2001-01-01,ss,dmd,4.0,,,,2018-03-11,2018-03-16,12,Stern,"Stern Pinball, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/0ee443ec-62db-4d4c-ad07-7ba5fa00c6a5-medium.jpg,https://img.opdb.org/0ee443ec-62db-4d4c-ad07-7ba5fa00c6a5-large.jpg,https://img.opdb.org/0ee443ec-62db-4d4c-ad07-7ba5fa00c6a5-small.jpg,640.0,460.0,835.0,600.0,250.0,180.0
15,G5VPX-MQjXJ,True,Explorer,,,1.0,4117.0,1976-01-01,em,reels,1.0,Add-a-ball ,,,2018-03-11,2018-05-02,13,Nordamatic,Nordamatic,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/ef1842c7-b28d-4dbf-8d55-c7f3daec19d8-medium.jpg,https://img.opdb.org/ef1842c7-b28d-4dbf-8d55-c7f3daec19d8-large.jpg,https://img.opdb.org/ef1842c7-b28d-4dbf-8d55-c7f3daec19d8-small.jpg,480.0,540.0,480.0,540.0,222.0,250.0
16,GRKdD-MLnxD,True,The 4 Horsemen,,,1.0,933.0,1950-09-01,em,lights,1.0,,,,2018-03-11,2018-05-15,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/511bf0a1-48ac-43b7-88b6-1c19b171220a-medium.jpg,https://img.opdb.org/511bf0a1-48ac-43b7-88b6-1c19b171220a-large.jpg,https://img.opdb.org/511bf0a1-48ac-43b7-88b6-1c19b171220a-small.jpg,463.0,479.0,463.0,479.0,241.0,250.0
17,GRVdN-MLqwD,True,Blondie,,,1.0,321.0,1956-06-01,em,lights,1.0,,,,2018-03-11,2018-05-13,3,Chicago Coin,Chicago Coin Machine Mfg. Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/0800130d-b4fe-4668-93e6-4a4b7edbe938-medium.jpg,https://img.opdb.org/0800130d-b4fe-4668-93e6-4a4b7edbe938-large.jpg,https://img.opdb.org/0800130d-b4fe-4668-93e6-4a4b7edbe938-small.jpg,640.0,529.0,726.0,600.0,250.0,207.0
18,GRQ6d-MDRlL,True,Sky·Line,,,1.0,3240.0,1965-01-01,em,reels,1.0,,,,2018-03-11,2018-05-12,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/3e25c72c-1e6f-48bb-b175-90a6ecb2ab37-medium.jpg,https://img.opdb.org/3e25c72c-1e6f-48bb-b175-90a6ecb2ab37-large.jpg,https://img.opdb.org/3e25c72c-1e6f-48bb-b175-90a6ecb2ab37-small.jpg,491.0,600.0,491.0,600.0,205.0,250.0
19,GRwW9-MJoeQ,True,Dealer's Choice,,,1.0,648.0,1974-01-01,em,reels,4.0,,,,2018-03-11,2018-05-07,15,Segasa,Segasa,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/0f31f91f-9384-404a-9dc9-2c148af883dc-medium.jpg,https://img.opdb.org/0f31f91f-9384-404a-9dc9-2c148af883dc-large.jpg,https://img.opdb.org/0f31f91f-9384-404a-9dc9-2c148af883dc-small.jpg,593.0,479.0,593.0,479.0,250.0,202.0
20,G411e-MJrEL,True,Apollo 13,,A13,1.0,3592.0,1995-01-01,ss,dmd,6.0,,movie ,,2018-03-11,2018-03-31,16,Sega,"Sega Pinball, Inc. (US)",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/49e664f2-637f-4c62-8d50-17510f5522f4-medium.jpg,https://img.opdb.org/49e664f2-637f-4c62-8d50-17510f5522f4-large.jpg,https://img.opdb.org/49e664f2-637f-4c62-8d50-17510f5522f4-small.jpg,640.0,450.0,854.0,600.0,250.0,176.0
21,G4Plz-MDz6D,True,Criterium 75,,,1.0,596.0,1975-01-01,em,reels,4.0,,,,2018-03-11,2018-04-25,17,Recel,Recel S. A.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/15c63913-be32-4345-9526-2036f54a1501-medium.jpg,https://img.opdb.org/15c63913-be32-4345-9526-2036f54a1501-large.jpg,https://img.opdb.org/15c63913-be32-4345-9526-2036f54a1501-small.jpg,380.0,337.0,380.0,337.0,250.0,222.0
22,GreN3-MJ7wJ,True,Moon Flight,,,1.0,1626.0,1976-10-01,em,reels,1.0,,,,2018-03-11,2018-05-01,11,Zaccaria,Zaccaria,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/70262a89-46fd-472a-ac2c-633997bd835c-medium.jpg,https://img.opdb.org/70262a89-46fd-472a-ac2c-633997bd835c-large.jpg,https://img.opdb.org/70262a89-46fd-472a-ac2c-633997bd835c-small.jpg,640.0,425.0,900.0,597.0,250.0,166.0
23,GRbWj-MD3RJ,True,Target Pool,,,1.0,2502.0,1969-06-01,em,reels,1.0,Replay ,,,2018-03-11,2018-05-08,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/df4da97c-5e03-44dd-94c2-4378ed073441-medium.jpg,https://img.opdb.org/df4da97c-5e03-44dd-94c2-4378ed073441-large.jpg,https://img.opdb.org/df4da97c-5e03-44dd-94c2-4378ed073441-small.jpg,450.0,450.0,450.0,450.0,250.0,250.0
24,GRBv9-MLXlL,True,Carnival,,,1.0,453.0,1977-05-01,em,reels,2.0,,,,2018-03-11,2018-05-01,5,Playmatic,Playmatic,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/5f9b16ae-cc82-41b3-bf4a-c04224dfdd10-medium.jpg,https://img.opdb.org/5f9b16ae-cc82-41b3-bf4a-c04224dfdd10-large.jpg,https://img.opdb.org/5f9b16ae-cc82-41b3-bf4a-c04224dfdd10-small.jpg,640.0,580.0,662.0,600.0,250.0,227.0
25,G4qQj-MD8XD,True,Scorpion,,,1.0,2067.0,1980-07-01,ss,alphanumeric,4.0,Widebody ,,,2018-03-11,2018-04-11,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/39dcb350-5d2a-4572-b809-54a2f32734dd-medium.jpg,https://img.opdb.org/39dcb350-5d2a-4572-b809-54a2f32734dd-large.jpg,https://img.opdb.org/39dcb350-5d2a-4572-b809-54a2f32734dd-small.jpg,640.0,600.0,640.0,600.0,250.0,234.0
26,GrxWp-MDvrD,True,Winter Sports,,,1.0,3563.0,1978-01-01,ss,alphanumeric,4.0,,,,2018-03-11,2018-04-25,11,Zaccaria,Zaccaria,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/bf31660e-8b28-491c-9e39-3e502b8d0d10-medium.jpg,https://img.opdb.org/bf31660e-8b28-491c-9e39-3e502b8d0d10-large.jpg,https://img.opdb.org/bf31660e-8b28-491c-9e39-3e502b8d0d10-small.jpg,204.0,154.0,204.0,154.0,204.0,154.0
27,G5n67-MQVRQ,True,Sapporo,,,1.0,2052.0,1971-12-01,em,reels,1.0,,,,2018-03-11,2018-05-08,16,Sega,"Sega Pinball, Inc. (US)",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/15b05986-5772-439f-a60c-2318b64b2638-medium.jpg,https://img.opdb.org/15b05986-5772-439f-a60c-2318b64b2638-large.jpg,https://img.opdb.org/15b05986-5772-439f-a60c-2318b64b2638-small.jpg,640.0,504.0,811.0,639.0,250.0,197.0
28,GrqL6-MQ5Rn,True,Bank Shot,,,1.0,169.0,1976-03-01,em,reels,1.0,Add-a-ball ,,,2018-03-11,2018-05-02,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/d154ca38-2fad-4698-9076-b66095552199-medium.jpg,https://img.opdb.org/d154ca38-2fad-4698-9076-b66095552199-large.jpg,https://img.opdb.org/d154ca38-2fad-4698-9076-b66095552199-small.jpg,450.0,600.0,450.0,600.0,188.0,250.0
29,GRYZK-MQp44,True,Vampire,,,1.0,2716.0,1971-01-01,em,reels,2.0,,,,2018-03-11,2018-05-08,8,Bally,Bally Manufacturing Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/94819457-e3be-490e-95bc-be86ac5810c5-medium.jpg,https://img.opdb.org/94819457-e3be-490e-95bc-be86ac5810c5-large.jpg,https://img.opdb.org/94819457-e3be-490e-95bc-be86ac5810c5-small.jpg,530.0,437.0,530.0,437.0,250.0,206.0
30,GRoQ6-MLx0X,True,Catacomb,,,1.0,469.0,1981-01-01,ss,alphanumeric,4.0,,,,2018-03-11,2018-04-09,12,Stern,"Stern Pinball, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/744d24e5-a68d-44b3-826b-cb94a282fa65-medium.jpg,https://img.opdb.org/744d24e5-a68d-44b3-826b-cb94a282fa65-large.jpg,https://img.opdb.org/744d24e5-a68d-44b3-826b-cb94a282fa65-small.jpg,640.0,479.0,801.0,600.0,250.0,187.0
31,G5vnL-MJP3y,True,Adventures of Rocky and Bullwinkle and Friends,,R&B,1.0,23.0,1993-02-01,ss,dmd,4.0,,tv ,,2018-03-11,2018-03-18,10,Data East,"Data East USA, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/ce067eb7-c089-4c6b-b8f3-a95dbfae0787-medium.jpg,https://img.opdb.org/ce067eb7-c089-4c6b-b8f3-a95dbfae0787-large.jpg,https://img.opdb.org/ce067eb7-c089-4c6b-b8f3-a95dbfae0787-small.jpg,640.0,467.0,822.0,600.0,250.0,182.0
32,GRDo0-MQ9Ry,True,Electric Hockey,,,1.0,4977.0,1953-01-01,em,lights,2.0,Head-to-head play ,,,2018-03-11,2018-05-14,19,Exhibit,Exhibit Supply Company,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/2989231e-c1c1-4e6f-939b-e1bae8e05593-medium.jpg,https://img.opdb.org/2989231e-c1c1-4e6f-939b-e1bae8e05593-large.jpg,https://img.opdb.org/2989231e-c1c1-4e6f-939b-e1bae8e05593-small.jpg,640.0,480.0,640.0,480.0,250.0,188.0
33,Grqn7-MLE0K,True,Le King,,,1.0,4554.0,1983-01-01,ss,alphanumeric,4.0,,,,2018-03-11,2018-04-08,18,Jeutel,Jeutel,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/9543deeb-2bdd-4264-ba3c-91bf66772bf2-medium.jpg,https://img.opdb.org/9543deeb-2bdd-4264-ba3c-91bf66772bf2-large.jpg,https://img.opdb.org/9543deeb-2bdd-4264-ba3c-91bf66772bf2-small.jpg,623.0,640.0,757.0,777.0,243.0,250.0
34,GRwl7-MDBRl,True,Saturn 2,,,1.0,3542.0,1985-01-08,ss,alphanumeric,4.0,Conversion kit ,,,2018-03-11,2018-04-07,20,Bell Games,Bell Games (Nuova 11),2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/08761bd7-6225-48f6-9838-6a343bf0e1b2-medium.jpg,https://img.opdb.org/08761bd7-6225-48f6-9838-6a343bf0e1b2-large.jpg,https://img.opdb.org/08761bd7-6225-48f6-9838-6a343bf0e1b2-small.jpg,400.0,270.0,400.0,270.0,250.0,169.0
35,G5WoB-MDyNZ,True,The Sopranos,,,1.0,5053.0,2005-01-12,ss,dmd,4.0,,tv ,,2018-03-11,2018-03-18,12,Stern,"Stern Pinball, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/5abbc2db-812a-41b7-a060-2c1cfc1ed768-medium.jpg,https://img.opdb.org/5abbc2db-812a-41b7-a060-2c1cfc1ed768-large.jpg,https://img.opdb.org/5abbc2db-812a-41b7-a060-2c1cfc1ed768-small.jpg,640.0,456.0,842.0,600.0,250.0,178.0
36,GrEWx-MJkP8,True,Card Whiz (1P),,,1.0,4844.0,1976-06-01,em,reels,1.0,,cards ,,2018-03-11,2018-04-30,21,Europlay,Europlay,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/0dace315-c552-4fb8-8d32-c8453a2559af-medium.jpg,https://img.opdb.org/0dace315-c552-4fb8-8d32-c8453a2559af-large.jpg,https://img.opdb.org/0dace315-c552-4fb8-8d32-c8453a2559af-small.jpg,582.0,598.0,582.0,598.0,243.0,250.0
37,GRVL2-MLl9Y,True,Lady Robin Hood,,,1.0,1406.0,1948-01-31,em,lights,1.0,,,,2018-03-11,2018-03-31,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/8f14bd40-40f8-4d30-8523-374a4b0ac328-medium.jpg,https://img.opdb.org/8f14bd40-40f8-4d30-8523-374a4b0ac328-large.jpg,https://img.opdb.org/8f14bd40-40f8-4d30-8523-374a4b0ac328-small.jpg,640.0,630.0,802.0,790.0,250.0,246.0
38,G4EJB-MJdE1,True,Gulfstream,,,1.0,1094.0,1973-05-01,em,reels,1.0,Replay ,,,2018-03-11,2018-05-08,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/7028a97e-efa9-4728-b2a4-e103ce5fd9dd-medium.jpg,https://img.opdb.org/7028a97e-efa9-4728-b2a4-e103ce5fd9dd-large.jpg,https://img.opdb.org/7028a97e-efa9-4728-b2a4-e103ce5fd9dd-small.jpg,327.0,367.0,327.0,367.0,222.0,250.0
39,GrjDz-MJKN6,True,Corvette,,CRVT,1.0,570.0,1994-01-08,ss,dmd,4.0,,,,2018-03-11,2018-03-31,8,Bally,Bally Manufacturing Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/08407abb-cf73-4e09-a4ea-788781165f3c-medium.jpg,https://img.opdb.org/08407abb-cf73-4e09-a4ea-788781165f3c-large.jpg,https://img.opdb.org/08407abb-cf73-4e09-a4ea-788781165f3c-small.jpg,640.0,451.0,852.0,600.0,250.0,176.0
40,GRDQ1-MDOEx,True,Sheba,,,1.0,2115.0,1965-02-01,em,reels,2.0,,,,2018-03-11,2018-05-08,8,Bally,Bally Manufacturing Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/75a47234-b170-4a90-a260-4e056c4dca8c-medium.jpg,https://img.opdb.org/75a47234-b170-4a90-a260-4e056c4dca8c-large.jpg,https://img.opdb.org/75a47234-b170-4a90-a260-4e056c4dca8c-small.jpg,640.0,480.0,800.0,600.0,250.0,188.0
41,GRojj-MQwN3,True,Hayburners,,,1.0,1142.0,1951-06-01,em,lights,1.0,,,,2018-03-11,2018-05-15,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/cf460b22-71b3-4257-98e6-428468dbcf9f-medium.jpg,https://img.opdb.org/cf460b22-71b3-4257-98e6-428468dbcf9f-large.jpg,https://img.opdb.org/cf460b22-71b3-4257-98e6-428468dbcf9f-small.jpg,640.0,628.0,800.0,785.0,250.0,245.0
42,G41Y6-MDePR,True,Flying Circus,,,1.0,902.0,1961-05-01,em,reels,2.0,,,,2018-03-11,2018-05-12,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/7242dcf7-d70a-4ee4-a21f-ba1e91563263-medium.jpg,https://img.opdb.org/7242dcf7-d70a-4ee4-a21f-ba1e91563263-large.jpg,https://img.opdb.org/7242dcf7-d70a-4ee4-a21f-ba1e91563263-small.jpg,553.0,449.0,553.0,449.0,250.0,203.0
43,G5wLN-MJ2YO,True,Lucky Man,,,1.0,3713.0,1976-01-01,em,reels,2.0,,,,2018-03-11,2018-05-02,13,Nordamatic,Nordamatic,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/73edb286-39cb-4444-aac5-15dbebda5e72-medium.jpg,https://img.opdb.org/73edb286-39cb-4444-aac5-15dbebda5e72-large.jpg,https://img.opdb.org/73edb286-39cb-4444-aac5-15dbebda5e72-small.jpg,380.0,348.0,380.0,348.0,250.0,229.0
44,G5Qnx-MJYek,True,Juke Box,,,1.0,1324.0,1976-09-01,em,reels,4.0,,,,2018-03-11,2018-05-01,3,Chicago Coin,Chicago Coin Machine Mfg. Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/12462473-9773-4f8e-8185-a8e63f0f5145-medium.jpg,https://img.opdb.org/12462473-9773-4f8e-8185-a8e63f0f5145-large.jpg,https://img.opdb.org/12462473-9773-4f8e-8185-a8e63f0f5145-small.jpg,512.0,430.0,512.0,430.0,250.0,210.0
45,G5p8V-MD0op,True,Scramble,,,1.0,3557.0,1987-03-01,ss,alphanumeric,4.0,,,,2018-03-11,2018-04-01,22,Tecnoplay,Tecnoplay,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/10929dfa-5a62-47cc-b462-48138ea415fd-medium.jpg,https://img.opdb.org/10929dfa-5a62-47cc-b462-48138ea415fd-large.jpg,https://img.opdb.org/10929dfa-5a62-47cc-b462-48138ea415fd-small.jpg,561.0,480.0,561.0,480.0,250.0,214.0
46,G5WEb-MJjBX,True,Register,,,1.0,1942.0,1956-10-01,em,reels,4.0,,,,2018-03-11,2018-05-13,2,Gottlieb,D. Gottlieb & Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/dbee4c36-dc32-4d57-8522-c9e14bdc1233-medium.jpg,https://img.opdb.org/dbee4c36-dc32-4d57-8522-c9e14bdc1233-large.jpg,https://img.opdb.org/dbee4c36-dc32-4d57-8522-c9e14bdc1233-small.jpg,640.0,480.0,800.0,600.0,250.0,188.0
47,G5KJW-MDnKx,True,Circus,,,1.0,520.0,1957-07-01,em,reels,1.0,Widebody ,,,2018-03-11,2018-05-13,8,Bally,Bally Manufacturing Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/fb022416-7aa0-4064-82bb-681b15f807a9-medium.jpg,https://img.opdb.org/fb022416-7aa0-4064-82bb-681b15f807a9-large.jpg,https://img.opdb.org/fb022416-7aa0-4064-82bb-681b15f807a9-small.jpg,500.0,433.0,500.0,433.0,250.0,217.0
48,GRVEJ-MDq1w,True,Dr. Dude And His Excellent Ray,,DRD,1.0,737.0,1990-01-01,ss,alphanumeric,4.0,,,,2018-03-11,2018-03-31,8,Bally,Bally Manufacturing Co.,2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/af154504-2df7-411a-8a63-2f28fce4ae08-medium.jpg,https://img.opdb.org/af154504-2df7-411a-8a63-2f28fce4ae08-large.jpg,https://img.opdb.org/af154504-2df7-411a-8a63-2f28fce4ae08-small.jpg,640.0,511.0,752.0,600.0,250.0,199.0
49,G5VWL-MLRjl,True,Nugent,,,1.0,1687.0,1978-01-01,ss,alphanumeric,4.0,,music ,,2018-03-11,2018-04-25,12,Stern,"Stern Pinball, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/30759bbe-f19c-4010-9006-21050d22fd9c-medium.jpg,https://img.opdb.org/30759bbe-f19c-4010-9006-21050d22fd9c-large.jpg,https://img.opdb.org/30759bbe-f19c-4010-9006-21050d22fd9c-small.jpg,640.0,480.0,800.0,600.0,250.0,188.0
50,G4qEl-MQrRE,True,Touchdown,,,1.0,2609.0,1967-11-01,em,reels,1.0,Replay ,,,2018-03-11,2018-05-09,7,Williams,"Williams Electronic Games, Inc.",2018-03-11,2018-03-11,,Backglass,1.0,backglass,https://img.opdb.org/4a13804b-9bc4-4482-ae2d-b97dc5591a02-medium.jpg,https://img.opdb.org/4a13804b-9bc4-4482-ae2d-b97dc5591a02-large.jpg,https://img.opdb.org/4a13804b-9bc4-4482-ae2d-b97dc5591a02-small.jpg,640.0,480.0,800.0,600.0,250.0,188.0
